time_dn,glideslope_error_deg,localizer_error_deg,airspeed_error_kts,total_error
738193.797937234,-0.57,0.7064,0.4078,1.6842
738193.797939794,-0.5701,0.7021,0.4166,1.6888
738193.797942373,-0.5702,0.6962,0.4247,1.6911
738193.797944931,-0.5698,0.6919,0.432,1.6937
738193.79794751,-0.5695,0.6861,0.4385,1.6941
738193.797950092,-0.5686,0.6805,0.4443,1.6934
738193.797952668,-0.5677,0.6746,0.4494,1.6917
738193.797955213,-0.5663,0.669,0.4538,1.6891
738193.797957807,-0.5649,0.6618,0.4576,1.6843
738193.797960352,-0.563,0.6549,0.4608,1.6787
738193.79796293,-0.5612,0.649,0.4634,1.6736
738193.797965521,-0.5592,0.6406,0.4654,1.6652
738193.797968081,-0.557,0.6334,0.467,1.6574
738193.79797065,-0.5545,0.6264,0.4682,1.6491
738193.79797322,-0.5519,0.6179,0.469,1.6388
738193.79797579,-0.5493,0.6094,0.4694,1.6281
738193.797978391,-0.5464,0.6022,0.4693,1.6179
738193.797980945,-0.5429,0.5939,0.4688,1.6056
738193.797983508,-0.5396,0.5854,0.4679,1.5929
738193.797986078,-0.5361,0.5781,0.4664,1.5806
738193.797988653,-0.5323,0.5695,0.4644,1.5662
738193.797991225,-0.528,0.561,0.4617,1.5507
738193.797993808,-0.5233,0.5537,0.4581,1.5351
738193.797996357,-0.5182,0.5451,0.4535,1.5168
738193.797998936,-0.5127,0.5365,0.4478,1.497
738193.798001496,-0.5068,0.5294,0.4413,1.4775
738193.798004082,-0.5014,0.522,0.4343,1.4577
738193.798006635,-0.4965,0.5134,0.4269,1.4368
738193.798009235,-0.492,0.506,0.4203,1.4183
738193.798011777,-0.488,0.4986,0.4146,1.4012
738193.798014349,-0.4843,0.4912,0.41,1.3855
738193.798016946,-0.4809,0.4838,0.4065,1.3712
738193.79801951,-0.4777,0.4764,0.404,1.3581
738193.798022067,-0.4744,0.4692,0.4021,1.3457
738193.798024675,-0.4717,0.4617,0.4009,1.3343
738193.798027212,-0.4696,0.4543,0.4003,1.3242
738193.798029782,-0.4681,0.4468,0.4008,1.3157
738193.79803237,-0.467,0.4396,0.4028,1.3094
738193.798034929,-0.4668,0.4321,0.4066,1.3055
738193.798037505,-0.4671,0.4259,0.4121,1.3051
738193.79804007,-0.4679,0.4184,0.4192,1.3055
738193.798042676,-0.4687,0.4111,0.4277,1.3075
738193.79804521,-0.4703,0.4036,0.4374,1.3113
738193.798047785,-0.4718,0.3976,0.4479,1.3173
738193.798050352,-0.474,0.39,0.4594,1.3234
738193.798052926,-0.4762,0.3827,0.4717,1.3306
738193.798055508,-0.4788,0.3764,0.4843,1.3395
738193.798058057,-0.4816,0.3688,0.4976,1.348
738193.798060661,-0.484,0.3615,0.5111,1.3566
738193.798063235,-0.4869,0.3552,0.5247,1.3668
738193.79806578,-0.4894,0.3491,0.5381,1.3766
738193.798068344,-0.4918,0.3431,0.5513,1.3862
738193.798070948,-0.4941,0.337,0.564,1.3951
738193.798073485,-0.4968,0.3306,0.5763,1.4037
738193.798076063,-0.499,0.3258,0.5881,1.4129
738193.798078618,-0.5011,0.3197,0.5993,1.4201
738193.798081208,-0.5034,0.3149,0.6101,1.4284
738193.798083765,-0.5055,0.3101,0.6204,1.436
738193.798086352,-0.5078,0.3066,0.6304,1.4448
738193.798088907,-0.5101,0.3018,0.6404,1.4523
738193.798091487,-0.5124,0.2969,0.6503,1.4596
738193.798094077,-0.5145,0.2937,0.6604,1.4686
738193.798096636,-0.5169,0.2888,0.6707,1.4764
738193.798099203,-0.5192,0.2853,0.6811,1.4856
738193.798101779,-0.5213,0.2818,0.6913,1.4944
738193.798104327,-0.5232,0.2769,0.7012,1.5013
738193.798106934,-0.5246,0.2736,0.7108,1.509
738193.798109469,-0.5262,0.27,0.7199,1.5161
738193.798112058,-0.5275,0.2651,0.7284,1.521
738193.798114617,-0.5285,0.2618,0.7364,1.5267
738193.798117198,-0.5292,0.2582,0.7435,1.5309
738193.798119765,-0.5299,0.2547,0.7501,1.5347
738193.798122336,-0.53,0.2513,0.7561,1.5374
738193.798124896,-0.5302,0.2477,0.7612,1.5391
738193.798127474,-0.53,0.2428,0.7649,1.5377
738193.798130053,-0.5294,0.2394,0.7664,1.5352
738193.798132625,-0.5288,0.2358,0.7653,1.5299
738193.798135189,-0.5279,0.2322,0.7613,1.5214
738193.798137769,-0.526,0.2288,0.7543,1.5091
738193.798140343,-0.5236,0.2252,0.7443,1.4931
738193.798142914,-0.5206,0.2216,0.7315,1.4737
738193.798145472,-0.5171,0.2179,0.7164,1.4514
738193.798148052,-0.5131,0.2143,0.6992,1.4266
738193.798150613,-0.5086,0.2107,0.6803,1.3996
738193.798153207,-0.5035,0.2083,0.6598,1.3716
738193.798155756,-0.4977,0.2047,0.6378,1.3402
738193.798158342,-0.4911,0.201,0.6138,1.3059
738193.798160906,-0.4837,0.1987,0.5885,1.2709
738193.798163489,-0.4757,0.195,0.5616,1.2323
738193.798166068,-0.4673,0.1927,0.5331,1.1931
738193.798168606,-0.4588,0.1887,0.5037,1.1512
738193.798171185,-0.4497,0.1864,0.4731,1.1092
738193.79817376,-0.4406,0.1827,0.4426,1.0659
738193.798176332,-0.4319,0.1801,0.4116,1.0236
738193.798178898,-0.4229,0.1778,0.3808,0.9815
738193.798181554,-0.4144,0.1751,0.3503,0.9398
738193.798184036,-0.4058,0.1728,0.3202,0.8988
738193.79818664,-0.3976,0.1702,0.2909,0.8587
738193.798189191,-0.3897,0.1676,0.2619,0.8192
738193.79819175,-0.3819,0.1649,0.2335,0.7803
738193.798194322,-0.3741,0.1639,0.2058,0.7438
738193.798196914,-0.3668,0.1613,0.179,0.7071
738193.798199468,-0.3597,0.1587,0.1531,0.6715
738193.79820203,-0.353,0.1574,0.1278,0.6382
738193.798204636,-0.3466,0.1547,0.1035,0.6048
738193.79820717,-0.3405,0.1535,0.0804,0.5744
738193.798209738,-0.3348,0.1508,0.0584,0.544
738193.798212324,-0.3294,0.1495,0.0372,0.5161
738193.798214883,-0.3244,0.1483,0.0172,0.4899
738193.798217445,-0.3197,0.1456,-0.0019,0.4672
738193.798220037,-0.3155,0.1443,-0.0197,0.4795
738193.798222593,-0.3116,0.143,-0.0366,0.4912
738193.798225177,-0.3081,0.1417,-0.0521,0.5019
738193.798227738,-0.305,0.1404,-0.0667,0.5121
738193.798230312,-0.3022,0.1378,-0.0803,0.5203
738193.798232917,-0.2998,0.1362,-0.0927,0.5287
738193.798235456,-0.2972,0.1349,-0.1046,0.5367
738193.798238021,-0.2946,0.1336,-0.1159,0.5441
738193.798240594,-0.2921,0.1323,-0.1269,0.5513
738193.7982432,-0.2897,0.131,-0.1378,0.5585
738193.798245753,-0.2876,0.1294,-0.1481,0.5651
738193.798248306,-0.2853,0.1295,-0.1583,0.5731
738193.798250894,-0.2834,0.1279,-0.1681,0.5794
738193.79825347,-0.2813,0.1266,-0.1777,0.5856
738193.798256059,-0.2793,0.1253,-0.187,0.5916
738193.798258603,-0.2775,0.1254,-0.196,0.5989
738193.798261175,-0.2762,0.1238,-0.2045,0.6045
738193.798263739,-0.2747,0.1239,-0.2125,0.6111
738193.798266317,-0.2733,0.1226,-0.2201,0.616
738193.798268892,-0.2726,0.1224,-0.2271,0.6221
738193.798271492,-0.2715,0.1224,-0.2329,0.6268
738193.798274026,-0.2707,0.1211,-0.2371,0.6289
738193.798276618,-0.2704,0.1209,-0.2388,0.6301
738193.798279205,-0.2699,0.121,-0.238,0.6289
738193.798281794,-0.2696,0.1211,-0.2345,0.6252
738193.798284342,-0.2697,0.1209,-0.2289,0.6195
738193.798286909,-0.2698,0.121,-0.2215,0.6123
738193.798289469,-0.2702,0.1225,-0.2123,0.605
738193.798292034,-0.2707,0.1225,-0.202,0.5952
738193.798294599,-0.2714,0.1226,-0.1906,0.5846
738193.798297162,-0.2724,0.1241,-0.1784,0.5749
738193.798299733,-0.2734,0.1242,-0.1656,0.5632
738193.798302297,-0.2744,0.1242,-0.1525,0.5511
738193.798304863,-0.2757,0.1257,-0.139,0.5404
738193.798307453,-0.2768,0.1258,-0.1256,0.5282
738193.79831001,-0.2779,0.1273,-0.1125,0.5177
738193.798312593,-0.2789,0.1288,-0.0994,0.5071
738193.798315151,-0.28,0.1289,-0.0863,0.4952
738193.798317746,-0.2809,0.1304,-0.0737,0.485
738193.798320284,-0.2813,0.1321,-0.0613,0.4747
738193.798322859,-0.2819,0.1337,-0.0493,0.4649
738193.798325432,-0.2824,0.1352,-0.0378,0.4554
738193.798328021,-0.2827,0.1352,-0.0267,0.4446
738193.79833061,-0.2826,0.137,-0.016,0.4356
738193.798333148,-0.2827,0.1385,-0.0059,0.4271
738193.798335742,-0.2826,0.1401,0.0039,0.4266
738193.798338296,-0.2824,0.1416,0.0131,0.4371
738193.798340869,-0.2817,0.1434,0.0221,0.4472
738193.798343432,-0.2812,0.1449,0.0305,0.4566
738193.798345989,-0.2806,0.1464,0.0386,0.4656
738193.798348566,-0.2795,0.1482,0.0463,0.474
738193.798351133,-0.2786,0.1497,0.0537,0.482
738193.798353713,-0.2776,0.1513,0.0606,0.4895
738193.798356281,-0.2762,0.1531,0.0672,0.4965
738193.798358849,-0.2748,0.1546,0.0733,0.5027
738193.798361426,-0.273,0.1579,0.0791,0.51
738193.798364021,-0.2713,0.1594,0.0844,0.5151
738193.798366567,-0.2692,0.1612,0.0893,0.5197
738193.79836916,-0.2673,0.1628,0.0939,0.524
738193.798371729,-0.2648,0.1646,0.098,0.5274
738193.798374275,-0.2626,0.1662,0.1018,0.5306
738193.798376842,-0.2602,0.1678,0.1052,0.5332
738193.79837942,-0.2573,0.171,0.1082,0.5365
738193.79838198,-0.2547,0.1726,0.1109,0.5382
738193.798384554,-0.2516,0.1744,0.1132,0.5392
738193.798387122,-0.2486,0.176,0.1152,0.5398
738193.798389694,-0.2452,0.1779,0.1169,0.54
738193.798392273,-0.242,0.1809,0.1183,0.5412
738193.798394851,-0.2383,0.1828,0.1193,0.5404
738193.798397404,-0.2349,0.1843,0.1201,0.5393
738193.798399983,-0.2309,0.1877,0.1205,0.5391
738193.798402547,-0.2273,0.1893,0.1206,0.5372
738193.798405123,-0.2235,0.1909,0.1205,0.5349
738193.79840769,-0.2192,0.1927,0.1202,0.5321
738193.798410283,-0.2148,0.1961,0.1196,0.5305
738193.798412842,-0.2108,0.1977,0.1188,0.5273
738193.79841541,-0.2063,0.201,0.1178,0.5251
738193.798417986,-0.2019,0.2026,0.1167,0.5212
738193.798420573,-0.1975,0.2043,0.1152,0.517
738193.798423134,-0.1927,0.2076,0.1133,0.5136
738193.798425704,-0.1882,0.2093,0.1108,0.5083
738193.798428257,-0.1833,0.2126,0.1076,0.5035
738193.798430856,-0.1786,0.2157,0.1039,0.4982
738193.798433404,-0.174,0.2174,0.0994,0.4908
738193.798435977,-0.169,0.2208,0.0944,0.4842
738193.798438535,-0.1644,0.2224,0.0888,0.4756
738193.798441114,-0.1594,0.2258,0.083,0.4682
738193.79844368,-0.1549,0.2289,0.0771,0.4609
738193.798446265,-0.1504,0.2321,0.0711,0.4536
738193.798448823,-0.1455,0.2355,0.0652,0.4462
738193.798451391,-0.1411,0.2371,0.0595,0.4377
738193.798453974,-0.1368,0.2403,0.0539,0.431
738193.798456571,-0.1321,0.2437,0.0486,0.4244
738193.798459122,-0.1279,0.2469,0.0434,0.4182
738193.798461683,-0.1238,0.2501,0.0386,0.4125
738193.798464252,-0.1194,0.255,0.0339,0.4083
738193.798466831,-0.1155,0.2582,0.0296,0.4033
738193.798469389,-0.1116,0.2614,0.0255,0.3985
738193.798471957,-0.1078,0.2646,0.0218,0.3942
738193.79847453,-0.1038,0.2695,0.0182,0.3915
738193.798477111,-0.1003,0.2727,0.0151,0.3881
738193.798479675,-0.0969,0.2777,0.0123,0.3869
738193.798482245,-0.094,0.2809,0.0101,0.385
738193.798484809,-0.0916,0.2857,0.0084,0.3857
738193.798487419,-0.0894,0.2889,0.0073,0.3856
738193.798490008,-0.0872,0.2939,0.0069,0.388
738193.798492528,-0.0855,0.2987,0.0071,0.3913
738193.798495097,-0.0841,0.3019,0.0079,0.3939
738193.79849766,-0.0828,0.3067,0.0092,0.3987
738193.798500235,-0.0813,0.3117,0.011,0.404
738193.798502844,-0.0804,0.315,0.0134,0.4088
738193.798505383,-0.0798,0.3198,0.0162,0.4158
738193.798507945,-0.0789,0.3233,0.0195,0.4217
738193.798510518,-0.0788,0.3281,0.0233,0.4302
738193.798513104,-0.0787,0.3314,0.0275,0.4376
738193.798515659,-0.0786,0.335,0.0323,0.4459
738193.798518253,-0.0791,0.3399,0.0376,0.4566
738193.798520818,-0.0799,0.3432,0.0434,0.4665
738193.798523404,-0.0805,0.3468,0.0496,0.4769
738193.798525944,-0.0816,0.3486,0.0562,0.4864
738193.798528536,-0.0829,0.3519,0.0633,0.4981
738193.79853109,-0.0841,0.3555,0.0709,0.5105
738193.798533664,-0.0859,0.3589,0.0789,0.5237
738193.798536229,-0.0874,0.361,0.0874,0.5358
738193.798538851,-0.0893,0.3644,0.096,0.5497
738193.798541382,-0.0911,0.3665,0.105,0.5626
738193.798543957,-0.0934,0.3699,0.1142,0.5775
738193.798546512,-0.0955,0.372,0.1237,0.5912
738193.798549087,-0.0982,0.3754,0.1333,0.6069
738193.798551649,-0.1007,0.3775,0.1433,0.6215
738193.798554257,-0.1037,0.3809,0.1534,0.638
738193.798556804,-0.1065,0.383,0.1636,0.6531
738193.798559389,-0.1095,0.3852,0.1742,0.6689
738193.798561952,-0.1127,0.3871,0.1846,0.6844
738193.798564523,-0.1157,0.3892,0.1952,0.7001
738193.798567076,-0.1192,0.3911,0.2059,0.7162
738193.798569684,-0.1222,0.3933,0.2166,0.7321
738193.798572234,-0.1255,0.3936,0.2273,0.7464
738193.798574797,-0.1283,0.3958,0.2379,0.762
738193.798577369,-0.131,0.3964,0.2485,0.7759
738193.798579943,-0.1341,0.3968,0.2588,0.7897
738193.798582507,-0.1365,0.3974,0.2688,0.8027
738193.798585087,-0.1387,0.398,0.2784,0.8151
738193.798587654,-0.1413,0.3984,0.2878,0.8275
738193.798590232,-0.1433,0.399,0.2966,0.8389
738193.798592789,-0.1452,0.3981,0.3051,0.8484
738193.798595377,-0.1468,0.3987,0.3131,0.8586
738193.798597949,-0.1485,0.3975,0.3206,0.8666
738193.798600517,-0.1496,0.3966,0.3276,0.8738
738193.79860309,-0.1508,0.3957,0.3344,0.8809
738193.798605651,-0.1521,0.3945,0.3407,0.8873
738193.798608226,-0.1528,0.3936,0.3466,0.893
738193.798610792,-0.1536,0.3908,0.352,0.8964
738193.798613394,-0.154,0.3898,0.3572,0.901
738193.798615939,-0.1542,0.3889,0.3619,0.905
738193.798618513,-0.1546,0.3861,0.3662,0.9069
738193.798621073,-0.1543,0.3852,0.3701,0.9096
738193.79862364,-0.1539,0.3827,0.3735,0.9101
738193.798626223,-0.1538,0.3814,0.3766,0.9118
738193.798628831,-0.153,0.3789,0.3792,0.9111
738193.79863136,-0.1522,0.3764,0.3814,0.91
738193.798633925,-0.1515,0.3751,0.3832,0.9098
738193.798636494,-0.1503,0.3726,0.3847,0.9076
738193.798639062,-0.1491,0.3716,0.3858,0.9065
738193.798641655,-0.1482,0.3688,0.3867,0.9037
738193.798644205,-0.1469,0.3663,0.3873,0.9005
738193.798646775,-0.1456,0.3653,0.3878,0.8987
738193.798649346,-0.1443,0.3627,0.388,0.895
738193.798651923,-0.1433,0.3615,0.3878,0.8926
738193.798654494,-0.1421,0.3605,0.3866,0.8892
738193.798657064,-0.1412,0.3576,0.384,0.8828
738193.798659623,-0.14,0.3567,0.3797,0.8764
738193.798662204,-0.1392,0.3554,0.3741,0.8687
738193.798664781,-0.1381,0.3544,0.3675,0.86
738193.798667348,-0.1371,0.3534,0.3601,0.8506
738193.798669914,-0.1366,0.3505,0.352,0.8391
738193.798672483,-0.1358,0.3512,0.3433,0.8303
738193.798675056,-0.1356,0.3499,0.3339,0.8194
738193.798677624,-0.135,0.3489,0.324,0.8079
738193.798680201,-0.1351,0.3476,0.3134,0.7961
738193.798682774,-0.1349,0.3466,0.3025,0.784
738193.798685335,-0.1354,0.3453,0.2913,0.772
738193.79868791,-0.1356,0.3459,0.2804,0.7619
738193.798690476,-0.1363,0.3446,0.2696,0.7505
738193.798693051,-0.1369,0.3452,0.2592,0.7413
738193.798695628,-0.1382,0.3439,0.2493,0.7314
738193.798698224,-0.1397,0.3426,0.2397,0.722
738193.798700805,-0.141,0.3432,0.2307,0.7149
738193.798703343,-0.1427,0.3419,0.2223,0.7069
738193.798705904,-0.1446,0.3422,0.2143,0.7011
738193.7987085,-0.1461,0.3412,0.2067,0.694
738193.798711067,-0.1482,0.3415,0.1995,0.6892
738193.798713616,-0.1503,0.3418,0.1927,0.6848
738193.798716185,-0.1519,0.3408,0.186,0.6787
738193.798718751,-0.1539,0.3411,0.1795,0.6745
738193.798721326,-0.1561,0.3398,0.1732,0.6691
738193.798723903,-0.1583,0.3401,0.167,0.6654
738193.798726477,-0.1599,0.3391,0.1609,0.6599
738193.798729041,-0.1622,0.3394,0.1549,0.6565
738193.798731608,-0.1644,0.3397,0.149,0.6531
738193.798734179,-0.1667,0.3384,0.1433,0.6484
738193.798736747,-0.1687,0.339,0.1376,0.6453
738193.798739332,-0.1711,0.3394,0.1322,0.6427
738193.7987419,-0.1736,0.3397,0.1269,0.6402
738193.798744476,-0.1763,0.34,0.1217,0.638
738193.798747038,-0.1785,0.339,0.1166,0.6341
738193.798749612,-0.1812,0.3393,0.1118,0.6323
738193.798752174,-0.1842,0.3396,0.1072,0.631
738193.798754749,-0.187,0.3399,0.1029,0.6298
738193.798757319,-0.1901,0.3402,0.0987,0.629
738193.798759899,-0.1934,0.3405,0.0949,0.6288
738193.798762485,-0.1968,0.3425,0.0913,0.6306
738193.798765058,-0.2003,0.3428,0.088,0.6311
738193.798767598,-0.2034,0.3435,0.0849,0.6318
738193.798770176,-0.2071,0.3438,0.082,0.6329
738193.79877274,-0.2107,0.3441,0.0793,0.6341
738193.79877532,-0.2145,0.3461,0.0765,0.6371
738193.798777924,-0.2182,0.3464,0.0738,0.6384
738193.798780466,-0.2219,0.3468,0.0711,0.6398
738193.798783023,-0.2256,0.3471,0.0684,0.6411
738193.798785621,-0.2294,0.3474,0.0657,0.6425
738193.798788167,-0.2331,0.3477,0.0631,0.6439
738193.798790735,-0.2369,0.3481,0.0606,0.6456
738193.798793303,-0.2405,0.3487,0.0584,0.6476
738193.798795899,-0.2446,0.349,0.0564,0.65
738193.798798442,-0.2489,0.3494,0.0547,0.653
738193.798801026,-0.2533,0.3497,0.0534,0.6564
738193.798803618,-0.2579,0.3484,0.0523,0.6586
738193.798806168,-0.2627,0.3487,0.0515,0.6629
738193.798808734,-0.2676,0.349,0.0511,0.6677
738193.798811341,-0.2725,0.3494,0.0509,0.6728
738193.798813871,-0.2777,0.3497,0.0509,0.6783
738193.798816446,-0.283,0.35,0.0513,0.6843
738193.798819012,-0.2884,0.3487,0.0518,0.6889
738193.798821599,-0.2936,0.349,0.0525,0.6951
738193.798824172,-0.2991,0.3493,0.0534,0.7018
738193.798826734,-0.3044,0.3497,0.0542,0.7083
738193.798829563,-0.3099,0.3507,0.0551,0.7157
738193.798832149,-0.3154,0.3513,0.056,0.7227
738193.798834708,-0.321,0.3513,0.0567,0.729
738193.798837269,-0.3264,0.3517,0.0575,0.7356
738193.798839863,-0.3319,0.352,0.0583,0.7422
738193.798842417,-0.337,0.3527,0.0591,0.7488
738193.798845007,-0.3429,0.353,0.06,0.7559
738193.798847583,-0.3487,0.3551,0.0611,0.7649
738193.798850121,-0.3547,0.3554,0.0624,0.7725
738193.798852704,-0.3606,0.3558,0.0638,0.7802
738193.79885527,-0.3659,0.3561,0.0649,0.7869
738193.798857836,-0.3711,0.3582,0.0657,0.795
738193.798860453,-0.3762,0.3585,0.066,0.8007
738193.798862984,-0.381,0.3589,0.0659,0.8058
738193.798865548,-0.3857,0.361,0.0655,0.8122
738193.798868155,-0.39,0.3617,0.0647,0.8164
738193.798870728,-0.3947,0.3637,0.0639,0.8223
738193.798873266,-0.3999,0.3638,0.063,0.8267
738193.798875845,-0.4045,0.3645,0.0622,0.8312
738193.798878404,-0.4095,0.3665,0.0616,0.8376
738193.798880964,-0.4148,0.3686,0.0611,0.8445
738193.79888354,-0.42,0.369,0.0609,0.8499
738193.798886116,-0.4255,0.3711,0.0608,0.8574
738193.798888693,-0.431,0.3715,0.061,0.8635
738193.798891254,-0.4369,0.3736,0.0614,0.8719
738193.798893833,-0.4425,0.3757,0.062,0.8802
738193.798896389,-0.4484,0.3761,0.0626,0.8871
738193.798898961,-0.454,0.3782,0.0632,0.8954
738193.798901533,-0.4595,0.3803,0.0637,0.9035
738193.798904102,-0.4647,0.3807,0.064,0.9094
738193.798906674,-0.4695,0.3832,0.064,0.9167
738193.79890925,-0.4746,0.3853,0.0638,0.9237
738193.798911828,-0.4801,0.3857,0.0635,0.9293
738193.798914418,-0.4851,0.3879,0.0632,0.9362
738193.798916958,-0.4905,0.39,0.0629,0.9434
738193.798919524,-0.4957,0.3904,0.0626,0.9487
738193.798922092,-0.501,0.3926,0.0623,0.9559
738193.798924692,-0.5061,0.3947,0.062,0.9628
738193.798927303,-0.511,0.3969,0.0613,0.9692
738193.798929816,-0.5155,0.3973,0.0603,0.9731
738193.798932378,-0.5197,0.3995,0.0587,0.9779
738193.798934961,-0.5235,0.4016,0.0564,0.9815
738193.79893752,-0.5266,0.4042,0.0536,0.9844
738193.7989401,-0.5297,0.4063,0.0501,0.9861
738193.798942673,-0.5325,0.4085,0.0459,0.9869
738193.798945262,-0.5349,0.4107,0.041,0.9866
738193.798947805,-0.5372,0.4129,0.0354,0.9855
738193.798950387,-0.5392,0.4151,0.0294,0.9837
738193.798952942,-0.5408,0.4191,0.0231,0.983
738193.798955532,-0.5426,0.4214,0.0164,0.9804
738193.798958089,-0.5442,0.4236,0.0095,0.9773
738193.798960655,-0.5458,0.4258,0.0025,0.9741
738193.798963218,-0.5475,0.4298,-0.0046,0.9819
738193.798965807,-0.5491,0.4321,-0.0118,0.993
738193.798968379,-0.5511,0.4357,-0.019,1.0058
738193.79897095,-0.5523,0.438,-0.0264,1.0167
738193.798973516,-0.5531,0.4424,-0.0343,1.0298
738193.798976089,-0.5541,0.4443,-0.0423,1.0407
738193.798978655,-0.5544,0.4484,-0.0509,1.0537
738193.798981241,-0.5543,0.4524,-0.06,1.0667
738193.798983797,-0.5538,0.4547,-0.0699,1.0784
738193.798986362,-0.5534,0.4585,-0.0804,1.0923
738193.798988924,-0.552,0.4626,-0.0917,1.1063
738193.798991539,-0.5502,0.4667,-0.1037,1.1206
738193.798994081,-0.5479,0.4708,-0.1164,1.1351
738193.798996683,-0.5457,0.4746,-0.1297,1.15
738193.798999227,-0.5428,0.4787,-0.1438,1.1653
738193.799001785,-0.5393,0.4828,-0.1581,1.1802
738193.799004388,-0.5362,0.4866,-0.1731,1.1959
738193.799007013,-0.5323,0.4908,-0.1885,1.2116
738193.799009513,-0.5283,0.4949,-0.2045,1.2277
738193.799012079,-0.5244,0.4988,-0.2206,1.2438
738193.799014634,-0.52,0.5029,-0.2374,1.2603
738193.799017217,-0.5158,0.5068,-0.254,1.2766
738193.799019784,-0.5115,0.5106,-0.2711,1.2932
738193.799022366,-0.5066,0.5148,-0.2882,1.3096
738193.799024935,-0.5022,0.5169,-0.3056,1.3247
738193.799027497,-0.4977,0.5207,-0.3229,1.3413
738193.799030073,-0.4928,0.525,-0.3401,1.3579
738193.799032664,-0.4883,0.527,-0.3573,1.3726
738193.799035205,-0.4839,0.5309,-0.3741,1.3889
738193.799037794,-0.4797,0.5329,-0.3907,1.4033
738193.799040349,-0.4755,0.5368,-0.407,1.4193
738193.799042926,-0.4715,0.5389,-0.4228,1.4332
738193.799045541,-0.4676,0.541,-0.4383,1.4469
738193.799048087,-0.4638,0.543,-0.4533,1.4601
738193.799050695,-0.4597,0.5455,-0.4679,1.4731
738193.79905323,-0.4566,0.5453,-0.4818,1.4837
738193.799055845,-0.4533,0.5474,-0.4955,1.4962
738193.799058395,-0.4498,0.5499,-0.5088,1.5085
738193.799060937,-0.4472,0.5497,-0.5214,1.5183
738193.799063521,-0.4445,0.55,-0.5337,1.5282
738193.799066122,-0.442,0.5521,-0.5454,1.5395
738193.799068657,-0.4399,0.5523,-0.5566,1.5488
738193.799071266,-0.438,0.5525,-0.5671,1.5576
738193.799073818,-0.437,0.5524,-0.577,1.5664
738193.799076441,-0.4358,0.5526,-0.5861,1.5745
738193.799078953,-0.4354,0.5525,-0.5945,1.5824
738193.799081556,-0.4352,0.5527,-0.6024,1.5903
738193.799084075,-0.4351,0.553,-0.6093,1.5974
738193.799086641,-0.436,0.5528,-0.6154,1.6042
738193.799089208,-0.4367,0.5512,-0.6203,1.6082
738193.799091778,-0.4378,0.5514,-0.6234,1.6126
738193.799094347,-0.4396,0.5513,-0.6242,1.6151
738193.799096915,-0.4411,0.5496,-0.6225,1.6132
738193.799099483,-0.4426,0.5499,-0.6186,1.6111
738193.79910207,-0.4442,0.5482,-0.6127,1.6051
738193.799104631,-0.4465,0.5481,-0.6052,1.5998
738193.799107203,-0.4483,0.5483,-0.5962,1.5928
738193.79910977,-0.4499,0.5467,-0.5861,1.5827
738193.799112326,-0.4516,0.5469,-0.5751,1.5736
738193.799114908,-0.4532,0.5452,-0.5634,1.5618
738193.799117479,-0.4548,0.5455,-0.5513,1.5516
738193.799120058,-0.4565,0.5434,-0.5391,1.539
738193.799122623,-0.4578,0.5437,-0.5267,1.5282
738193.799125199,-0.4589,0.542,-0.5142,1.5151
738193.799127784,-0.46,0.5422,-0.5014,1.5036
738193.799130335,-0.4605,0.5405,-0.4888,1.4898
738193.799132904,-0.4611,0.5408,-0.4753,1.4772
738193.799135478,-0.4615,0.541,-0.4613,1.4638
738193.799138037,-0.4614,0.5393,-0.4471,1.4478
738193.799140621,-0.4606,0.5399,-0.4326,1.4331
738193.799143184,-0.4599,0.5401,-0.4183,1.4183
738193.799145757,-0.4591,0.5404,-0.4041,1.4036
738193.799148325,-0.4576,0.5406,-0.3909,1.3891
738193.799150898,-0.4558,0.5389,-0.378,1.3727
738193.799153467,-0.4533,0.5395,-0.3658,1.3586
738193.799156058,-0.4508,0.5397,-0.3543,1.3448
738193.79915862,-0.4478,0.54,-0.3439,1.3317
738193.799161209,-0.4439,0.5425,-0.3342,1.3206
738193.799163751,-0.4401,0.5428,-0.3252,1.3081
738193.799166324,-0.4358,0.543,-0.3172,1.296
738193.799168893,-0.4306,0.5456,-0.3099,1.2861
738193.799171458,-0.4256,0.5458,-0.3035,1.2749
738193.799174073,-0.42,0.5484,-0.2975,1.2659
738193.799176605,-0.4149,0.5486,-0.292,1.2555
738193.799179168,-0.4093,0.5512,-0.2867,1.2472
738193.799181743,-0.4043,0.5534,-0.2816,1.2393
738193.799184325,-0.3987,0.5541,-0.2765,1.2293
738193.799186895,-0.3937,0.5563,-0.2714,1.2214
738193.799189463,-0.3888,0.5585,-0.2664,1.2137
738193.799192035,-0.3834,0.5611,-0.2612,1.2057
738193.799194597,-0.3785,0.5614,-0.256,1.1959
738193.799197166,-0.3732,0.564,-0.2507,1.1879
738193.799199755,-0.3685,0.5662,-0.2454,1.1801
738193.799202327,-0.3633,0.5688,-0.2401,1.1722
738193.799204894,-0.3581,0.5695,-0.2346,1.1622
738193.799207456,-0.3535,0.5717,-0.2292,1.1544
738193.799210043,-0.3485,0.5724,-0.2236,1.1445
738193.79921262,-0.3439,0.5747,-0.2181,1.1367
738193.799215162,-0.3388,0.5753,-0.2125,1.1266
738193.799217772,-0.3343,0.5756,-0.2068,1.1167
738193.799220301,-0.3293,0.5763,-0.201,1.1066
